,timestamp,open,high,low,close,volume
0,1600198500000,0.0002179,0.0002179,0.0002179,0.0002179,0.0
1,1600198800000,0.0002179,0.0002179,0.0002179,0.0002179,0.0
2,1600199100000,0.0002179,0.0002179,0.0002179,0.0002179,0.0
3,1600199400000,0.0002179,0.0002179,0.0002179,0.0002179,0.0
4,1600199700000,0.0002179,0.0002179,0.0002179,0.0002179,0.0
5,1600200000000,0.0002192,0.0002192,0.0002192,0.0002192,15452.0
6,1600200300000,0.0002192,0.0002192,0.0002172,0.0002172,656315.0
7,1600200600000,0.0002172,0.0002172,0.0002172,0.0002172,760707.0
8,1600200900000,0.0002172,0.0002172,0.0002172,0.0002172,3524179.0
9,1600201200000,0.0002195,0.0002195,0.0002195,0.0002195,522246.0
10,1600201500000,0.0002195,0.0002195,0.0002195,0.0002195,0.0
11,1600201800000,0.0002171,0.0002171,0.0002171,0.0002171,684197.0
12,1600202100000,0.0002171,0.0002171,0.0002171,0.0002171,0.0
13,1600202400000,0.0002171,0.0002171,0.0002171,0.0002171,0.0
14,1600202700000,0.0002171,0.0002171,0.0002171,0.0002171,0.0
15,1600203000000,0.0002197,0.0002197,0.0002197,0.0002197,204957.0
16,1600203300000,0.0002187,0.0002209,0.0002186,0.0002209,908581.0
17,1600203600000,0.0002209,0.000221,0.0002209,0.000221,142519.0
18,1600203900000,0.0002216,0.0002216,0.0002216,0.0002216,123230.0
19,1600204200000,0.0002216,0.0002216,0.0002216,0.0002216,0.0
20,1600204500000,0.000221,0.000221,0.000221,0.000221,117367.0
21,1600204800000,0.000221,0.000221,0.000221,0.000221,0.0
22,1600205100000,0.000221,0.0002236,0.0002191,0.0002193,3098209.0
23,1600205400000,0.0002193,0.0002193,0.0002193,0.0002193,0.0
24,1600205700000,0.0002193,0.0002193,0.0002193,0.0002193,0.0
25,1600206000000,0.0002203,0.0002203,0.0002203,0.0002203,749864.0
26,1600206300000,0.0002203,0.0002203,0.0002203,0.0002203,0.0
27,1600206600000,0.0002193,0.0002193,0.0002193,0.0002193,55950.0
28,1600206900000,0.0002193,0.0002193,0.0002193,0.0002193,0.0
29,1600207200000,0.0002193,0.0002193,0.0002193,0.0002193,0.0
30,1600207500000,0.000219,0.000219,0.0002181,0.0002182,14923998.0
31,1600207800000,0.0002182,0.0002182,0.0002182,0.0002182,0.0
32,1600208100000,0.0002222,0.0002224,0.0002218,0.0002224,90230.0
33,1600208400000,0.0002222,0.0002222,0.0002195,0.0002196,320192.0
34,1600208700000,0.0002196,0.0002196,0.0002196,0.0002196,0.0
35,1600209000000,0.0002196,0.0002196,0.0002196,0.0002196,0.0
36,1600209300000,0.0002196,0.0002196,0.0002196,0.0002196,0.0
37,1600209600000,0.0002191,0.0002191,0.0002191,0.0002191,118542.0
38,1600209900000,0.0002182,0.0002182,0.000218,0.000218,476131.0
39,1600210200000,0.0002179,0.0002185,0.000215,0.0002185,4994601.0
40,1600210500000,0.0002185,0.0002185,0.0002185,0.0002185,0.0
41,1600210800000,0.0002185,0.0002201,0.0002185,0.0002201,67217.0
42,1600211100000,0.000217,0.000217,0.0002142,0.0002142,3376481.0
43,1600211400000,0.0002142,0.0002142,0.0002142,0.0002142,0.0
44,1600211700000,0.0002152,0.0002152,0.000215,0.000215,183209.0
45,1600212000000,0.0002153,0.0002156,0.000215,0.0002156,420309.0
46,1600212300000,0.0002156,0.0002156,0.0002156,0.0002156,0.0
47,1600212600000,0.0002156,0.0002156,0.0002156,0.0002156,0.0
48,1600212900000,0.0002156,0.0002156,0.0002156,0.0002156,28579.0
49,1600213200000,0.0002156,0.0002156,0.0002156,0.0002156,0.0
50,1600213500000,0.0002156,0.0002156,0.0002156,0.0002156,0.0
51,1600213800000,0.0002156,0.0002156,0.0002156,0.0002156,0.0
52,1600214100000,0.0002166,0.0002166,0.0002156,0.0002156,139895.0
53,1600214400000,0.0002156,0.0002156,0.0002156,0.0002156,546869.0
54,1600214700000,0.0002163,0.0002164,0.0002163,0.0002164,209832.0
55,1600215000000,0.0002164,0.0002164,0.0002164,0.0002164,0.0
56,1600215300000,0.0002156,0.0002156,0.0002156,0.0002156,320903.0
57,1600215600000,0.0002156,0.0002156,0.0002156,0.0002156,0.0
58,1600215900000,0.0002156,0.0002156,0.0002156,0.0002156,1450588.0
59,1600216200000,0.0002143,0.0002143,0.0002134,0.0002139,12210029.0
60,1600216500000,0.0002139,0.0002139,0.0002139,0.0002139,0.0
61,1600216800000,0.0002143,0.0002143,0.0002139,0.0002139,1020879.0
62,1600217100000,0.0002135,0.0002162,0.0002134,0.000216,2513896.0
63,1600217400000,0.000216,0.000216,0.000216,0.000216,0.0
64,1600217700000,0.0002162,0.0002162,0.000214,0.000214,484656.0
65,1600218000000,0.000214,0.000214,0.000214,0.000214,500428.0
66,1600218300000,0.000214,0.000214,0.000214,0.000214,0.0
67,1600218600000,0.0002159,0.000216,0.0002159,0.000216,130974.0
68,1600218900000,0.0002164,0.0002164,0.0002159,0.0002159,333945.0
69,1600219200000,0.0002159,0.0002159,0.0002136,0.0002142,2469939.0
70,1600219500000,0.0002142,0.0002142,0.0002142,0.0002142,0.0
71,1600219800000,0.0002142,0.0002142,0.0002142,0.0002142,0.0
72,1600220100000,0.000215,0.000215,0.000215,0.000215,326647.0
73,1600220400000,0.0002142,0.0002142,0.0002142,0.0002142,165667.0
74,1600220700000,0.0002142,0.000215,0.0002142,0.000215,2532472.0
75,1600221000000,0.000215,0.000215,0.000215,0.000215,1954009.0
76,1600221300000,0.000215,0.000215,0.000215,0.000215,0.0
77,1600221600000,0.000215,0.000215,0.000215,0.000215,0.0
