,timestamp,open,high,low,close,volume
0,1600198500000,459.54,461.1,459.54,461.1,9.347
1,1600198800000,461.03,461.03,459.62,459.62,1.2894
2,1600199100000,459.37,460.99,459.06,460.97,10.67502
3,1600199400000,460.97,461.58,460.21,461.58,20.22044
4,1600199700000,461.86,461.9,461.14,461.89,8.21871
5,1600200000000,461.68,461.68,461.14,461.14,1.69117
6,1600200300000,461.56,461.57,461.12,461.12,1.63346
7,1600200600000,461.64,464.46,461.64,464.46,21.99529
8,1600200900000,464.75,466.25,463.99,464.99,18.24058
9,1600201200000,464.25,465.25,463.4,463.4,25.18729
10,1600201500000,463.4,464.44,463.0,463.0,6.08764
11,1600201800000,463.66,464.06,462.73,463.95,14.96699
12,1600202100000,463.9,463.9,463.23,463.24,4.24378
13,1600202400000,464.16,464.34,463.48,463.48,3.1374
14,1600202700000,464.11,464.13,463.51,464.04,0.83596
15,1600203000000,464.11,464.78,463.52,464.78,14.91987
16,1600203300000,463.52,464.18,462.71,464.18,24.33819
17,1600203600000,464.08,464.12,464.08,464.12,3.22981
18,1600203900000,464.04,464.05,464.04,464.05,0.53916
19,1600204200000,463.0,463.8,463.0,463.8,0.47272
20,1600204500000,464.09,464.51,464.09,464.51,1.70847
21,1600204800000,463.45,463.45,463.03,463.36,2.6282
22,1600205100000,462.87,462.9,461.16,461.16,16.7974
23,1600205400000,462.04,462.23,462.04,462.23,2.902
24,1600205700000,462.61,464.85,462.61,464.68,17.65896
25,1600206000000,464.77,466.12,464.44,464.44,11.63471
26,1600206300000,465.91,465.94,465.91,465.94,3.55673
27,1600206600000,465.1,465.1,463.04,463.04,2.98105
28,1600206900000,463.6,466.06,463.32,465.94,13.53893
29,1600207200000,465.95,466.26,465.08,466.26,7.17846
30,1600207500000,466.26,466.26,466.26,466.26,1.0
31,1600207800000,466.26,466.26,466.26,466.26,0.0
32,1600208100000,466.27,466.3,464.31,465.24,12.87013
33,1600208400000,465.59,465.6,463.99,465.53,24.17403
34,1600208700000,465.44,466.95,465.4,466.95,26.33751
35,1600209000000,466.18,466.94,464.2,466.57,28.20321
36,1600209300000,466.57,466.57,466.57,466.57,0.0
37,1600209600000,466.09,466.09,464.77,465.51,15.56736
38,1600209900000,463.92,464.29,462.23,462.23,16.87615
39,1600210200000,462.71,463.67,460.74,463.67,19.62716
40,1600210500000,461.89,462.53,459.99,462.53,23.95367
41,1600210800000,461.83,461.83,457.11,457.31,30.44386
42,1600211100000,458.05,460.3,457.07,458.86,13.4232
43,1600211400000,459.42,460.12,457.41,458.16,128.66276
44,1600211700000,457.91,458.29,453.07,455.57,124.04397
45,1600212000000,454.56,455.45,453.47,454.94,11.33715
46,1600212300000,453.89,455.1,453.89,454.0,10.96395
47,1600212600000,454.03,456.0,453.48,453.48,166.08682
48,1600212900000,453.41,454.53,453.16,453.77,12.5271
49,1600213200000,454.04,454.04,452.57,452.57,8.74809
50,1600213500000,452.57,452.57,452.57,452.57,0.0
51,1600213800000,453.46,454.88,453.46,454.88,1.32235
52,1600214100000,453.89,453.89,453.63,453.63,9.08019
53,1600214400000,453.91,454.5,451.3,451.63,21.59968
54,1600214700000,451.92,451.92,447.49,447.91,57.50733
55,1600215000000,448.51,448.52,445.72,448.32,30.81686
56,1600215300000,448.32,449.32,447.78,448.13,24.14409
