,timestamp,open,high,low,close,volume
0,1600167000000,0.7156,0.7162,0.6799,0.6961,375580.56
1,1600167300000,0.696,0.6972,0.69,0.6942,46410.87
2,1600167600000,0.6933,0.6949,0.6843,0.6891,53762.5
3,1600167900000,0.6891,0.6929,0.6886,0.6906,11091.46
4,1600168200000,0.6904,0.6904,0.6815,0.6857,22531.89
5,1600168500000,0.6868,0.6886,0.6779,0.6813,34761.37
6,1600168800000,0.6806,0.6825,0.6763,0.6768,37420.9
7,1600169100000,0.6774,0.6885,0.677,0.6877,69860.46
8,1600169400000,0.6877,0.6917,0.6877,0.6889,17314.51
9,1600169700000,0.6889,0.6895,0.6799,0.6863,39771.09
10,1600170000000,0.6863,0.6876,0.6837,0.6876,9714.87
11,1600170300000,0.6864,0.6905,0.6847,0.6848,5239.95
12,1600170600000,0.6863,0.6875,0.6849,0.6863,2752.2
13,1600170900000,0.6866,0.6876,0.6858,0.6861,1640.06
14,1600171200000,0.6861,0.6902,0.6853,0.6902,14707.55
15,1600171500000,0.6879,0.6917,0.6879,0.6905,2248.33
16,1600171800000,0.6916,0.6985,0.6896,0.6978,29062.03
17,1600172100000,0.6978,0.6992,0.6949,0.6956,11047.1
18,1600172400000,0.6976,0.701,0.6969,0.6987,9926.01
19,1600172700000,0.7012,0.709,0.6998,0.7068,8355.86
20,1600173000000,0.7067,0.7067,0.6944,0.7,27780.45
21,1600173300000,0.7,0.7056,0.6983,0.7019,13625.74
22,1600173600000,0.7022,0.7057,0.7,0.7057,16346.63
23,1600173900000,0.703,0.7045,0.703,0.703,5280.09
24,1600174200000,0.7044,0.7045,0.6962,0.6974,5980.78
25,1600174500000,0.7015,0.7036,0.6955,0.6994,17635.73
26,1600174800000,0.7,0.7,0.6909,0.6931,36424.92
27,1600175100000,0.6929,0.693,0.6925,0.6925,5141.72
28,1600175400000,0.6925,0.6948,0.6901,0.6901,12735.44
29,1600175700000,0.6901,0.6905,0.6863,0.6878,8673.3
30,1600176000000,0.6888,0.6892,0.684,0.6858,2456.93
31,1600176300000,0.6849,0.6865,0.6807,0.6807,18498.84
32,1600176600000,0.6807,0.6833,0.677,0.677,29640.55
33,1600176900000,0.6803,0.6886,0.6799,0.6813,27339.38
34,1600177200000,0.68,0.6851,0.6786,0.6844,4329.53
35,1600177500000,0.682,0.6833,0.677,0.677,3028.69
36,1600177800000,0.677,0.6786,0.677,0.677,315.08
37,1600178100000,0.6771,0.6784,0.6759,0.6759,3291.55
38,1600178400000,0.6783,0.6783,0.6757,0.6757,2060.2
39,1600178700000,0.6752,0.6754,0.6686,0.6697,16336.18
40,1600179000000,0.6697,0.6705,0.667,0.667,18706.41
41,1600179300000,0.667,0.677,0.667,0.6757,45812.36
42,1600179600000,0.6706,0.6748,0.668,0.6681,12660.93
43,1600179900000,0.6692,0.6701,0.6654,0.6694,16162.73
44,1600180200000,0.6711,0.674,0.6696,0.6698,16145.67
45,1600180500000,0.6721,0.6721,0.6671,0.6704,1239.17
46,1600180800000,0.6705,0.6705,0.662,0.6636,23571.19
47,1600181100000,0.6647,0.6647,0.6555,0.6591,25486.84
48,1600181400000,0.656,0.6598,0.6548,0.6548,16046.04
49,1600181700000,0.6536,0.6546,0.6477,0.6516,6541.92
50,1600182000000,0.651,0.6649,0.649,0.6556,49050.51
51,1600182300000,0.6568,0.6629,0.6528,0.6581,19873.59
52,1600182600000,0.6583,0.6662,0.6582,0.6646,21905.89
53,1600182900000,0.6645,0.6697,0.6628,0.6671,3524.92
54,1600183200000,0.6682,0.6682,0.6587,0.6616,19376.37
55,1600183500000,0.6618,0.6654,0.6514,0.6536,39062.43
56,1600183800000,0.6556,0.6571,0.6519,0.6525,7021.23
57,1600184100000,0.6546,0.6581,0.6525,0.6581,11090.78
58,1600184400000,0.6588,0.6599,0.6553,0.6583,22325.86
59,1600184700000,0.6534,0.6582,0.6505,0.6549,23231.22
60,1600185000000,0.6565,0.6622,0.6565,0.6578,22080.94
61,1600185300000,0.6578,0.6598,0.6578,0.6598,1454.55
62,1600185600000,0.6578,0.6578,0.6549,0.6549,3219.24
63,1600185900000,0.6623,0.6654,0.6531,0.6584,51035.74
64,1600186200000,0.6556,0.6603,0.6532,0.6547,12757.44
65,1600186500000,0.6572,0.6572,0.6525,0.6552,1281.49
66,1600186800000,0.6511,0.6545,0.6474,0.6487,41892.92
67,1600187100000,0.648,0.6506,0.6464,0.6465,2486.53
68,1600187400000,0.6477,0.6576,0.6477,0.6546,20030.87
69,1600187700000,0.658,0.6629,0.6564,0.661,9098.37
70,1600188000000,0.663,0.6631,0.6616,0.6616,240.23
71,1600188300000,0.6611,0.6666,0.655,0.6615,19001.55
72,1600188600000,0.662,0.662,0.6595,0.6614,1092.07
73,1600188900000,0.6609,0.6609,0.6582,0.6584,6137.42
74,1600189200000,0.6577,0.6595,0.6577,0.6577,1759.47
