,timestamp,open,high,low,close,volume
0,1600167000000,0.013553,0.013553,0.013498,0.013552,55813.0
1,1600167300000,0.013552,0.01365,0.013541,0.013589,616797.0
2,1600167600000,0.013647,0.013647,0.0136,0.013629,141249.0
3,1600167900000,0.01365,0.01365,0.013578,0.013631,414416.0
4,1600168200000,0.013631,0.013684,0.013586,0.013586,516197.0
5,1600168500000,0.013683,0.013896,0.013625,0.013791,1713656.0
6,1600168800000,0.013791,0.013851,0.013698,0.013738,875057.0
7,1600169100000,0.013825,0.013897,0.013591,0.013778,2255568.0
8,1600169400000,0.013724,0.013828,0.013676,0.013726,341038.0
9,1600169700000,0.013728,0.013728,0.013604,0.013604,573504.0
10,1600170000000,0.013636,0.013636,0.0136,0.0136,227011.0
11,1600170300000,0.013645,0.013677,0.013645,0.013677,38000.0
12,1600170600000,0.013622,0.0137,0.013622,0.0137,560821.0
13,1600170900000,0.0137,0.0137,0.01366,0.01366,77691.0
14,1600171200000,0.01367,0.013737,0.01367,0.013737,152986.0
15,1600171500000,0.01373,0.013773,0.013661,0.013773,173747.0
16,1600171800000,0.013765,0.013872,0.013699,0.013765,494830.0
17,1600172100000,0.013772,0.013773,0.013663,0.013697,248172.0
18,1600172400000,0.013778,0.013778,0.013737,0.013737,28203.0
19,1600172700000,0.013776,0.013836,0.013739,0.013824,527667.0
20,1600173000000,0.013824,0.013869,0.013747,0.01386,879689.0
21,1600173300000,0.013816,0.013856,0.013799,0.013841,700360.0
22,1600173600000,0.013841,0.013841,0.013773,0.013773,66809.0
23,1600173900000,0.013843,0.013846,0.013777,0.013846,382934.0
24,1600174200000,0.013846,0.013856,0.013779,0.01381,24354.0
25,1600174500000,0.013847,0.013847,0.01383,0.01383,75924.0
26,1600174800000,0.01386,0.013934,0.01382,0.013884,451800.0
27,1600175100000,0.013821,0.013821,0.013773,0.013782,525477.0
28,1600175400000,0.013751,0.013793,0.013671,0.013793,703608.0
29,1600175700000,0.013753,0.013776,0.013714,0.013776,46505.0
30,1600176000000,0.013785,0.013785,0.013761,0.013761,1962.0
31,1600176300000,0.013783,0.013783,0.013681,0.013681,35184.0
32,1600176600000,0.013699,0.0137,0.013699,0.0137,6126.0
33,1600176900000,0.013739,0.013739,0.013649,0.013683,78462.0
34,1600177200000,0.013683,0.013683,0.013647,0.013647,2123.0
35,1600177500000,0.013647,0.013647,0.013647,0.013647,0.0
36,1600177800000,0.013675,0.013676,0.013515,0.013515,749610.0
37,1600178100000,0.013514,0.013572,0.013514,0.013533,151076.0
38,1600178400000,0.013513,0.013513,0.01342,0.013423,685441.0
39,1600178700000,0.013477,0.013526,0.01343,0.01343,69428.0
40,1600179000000,0.01344,0.01344,0.013433,0.013433,66429.0
41,1600179300000,0.0135,0.013501,0.01344,0.01344,60166.0
42,1600179600000,0.01344,0.013449,0.012893,0.012913,5316390.0
43,1600179900000,0.012914,0.012965,0.012818,0.012898,784479.0
44,1600180200000,0.012898,0.012999,0.012885,0.012998,475937.0
